rownames(topologies_lipid_stress_data_cluster_color)	Nodes	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership	Cluster_number	Color
1092	RAD27	622.872389368232	29	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1093	RAD3	3545.35398644531	69	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1094	RAD5	567.459178333343	24	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1095	RAD50	3008.05627360379	36	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1096	RAD51	7272.4162942445	65	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1097	RAD52	5459.47528107432	67	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1098	RAD53	5945.58071418807	67	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1099	RAD6	7556.43017958792	64	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1100	RAD9	2933.50344176918	66	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1101	RAI1	282.617908468579	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1102	RAM1	367.409389994189	10	Non-Hub-Non-Bottleneck	NHNB	28	Cluster 28	#9D696C
1103	RAM2	758.836699923153	10	Non-Hub-Non-Bottleneck	NHNB	28	Cluster 28	#9D696C
1104	RAP1	317.998887454678	17	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1105	RAS1	3489.91592020368	42	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1106	RAS2	19643.413719622	91	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1107	RBL2	145.904628419269	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1108	RCE1	664.770414738863	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1109	RCF1	105.154307151943	7	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
1110	RCK1	484.342349977718	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1111	RCK2	336.723284837809	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1112	RCN2	278.817637953132	5	Non-Hub-Non-Bottleneck	NHNB	30	Cluster 30	#C56225
1113	REA1	1565.78160324621	48	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1114	REG1	6598.02422137629	54	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1115	RER1	981.212189368554	13	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
1116	RER2	131.732275631355	7	Non-Hub-Non-Bottleneck	NHNB	28	Cluster 28	#9D696C
1117	RET1	5237.64739017235	74	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1118	RET2	2569.27408116492	39	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1119	REV1	1620.41818239379	46	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1120	REV3	782.324958157868	30	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1121	RFM1	79.9801526400415	13	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1122	RGA1	2192.09186045466	34	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1123	RGA2	1136.06865612427	32	Hub-Non-Bottleneck	HNB	6	Cluster 6	#A6761D
1124	RGD1	934.3266587425	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1125	RGR1	1749.68306250084	38	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1126	RHB1	153.415449707007	7	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1127	RHO1	4711.20295675324	38	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1128	RHO3	1051.34346017163	28	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1129	RIA1	335.855814785433	22	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1130	RIC1	831.253426031074	13	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1131	RIM101	90.7739516798163	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1132	RIM11	228.066231880353	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1133	RIM2	97.465644389809	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1134	RIM21	738.755398459017	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1135	RKR1	936.328875988874	42	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1136	RLF2	1945.64540388075	35	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1137	RLI1	1509.71460191287	84	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1138	RLM1	295.148254158331	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1139	RML2	1442.10998290497	74	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1140	RNA1	1252.7683227911	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1141	RNQ1	177.458178431997	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1142	RNR4	535.132057967309	14	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1143	RNT1	1028.14701364382	15	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1144	RNY1	72.5007954884669	4	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1145	ROD1	410.33236998722	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1146	ROG3	217.443937117716	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1147	ROT2	4953.74025011277	47	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1148	ROX1	114.314938660903	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1149	ROX3	689.232655280003	31	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1150	RPB10	1759.43419038591	67	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1151	RPB2	2736.7830172873	46	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1152	RPB3	3710.29335121839	84	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1153	RPB4	3457.26025229877	75	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1154	RPB5	1355.29710620867	67	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1155	RPB8	1813.54958163681	67	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1156	RPC40	3343.02303525139	40	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1157	RPD3	6196.62037907677	62	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1158	RPG1	1324.76018343544	37	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1159	RPL10	1715.44555100314	73	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1160	RPL14A	1177.88388191541	72	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1161	RPL1B	1280.41510543167	89	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1162	RPL20B	733.513334615169	81	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1163	RPL23A	3032.69840352745	96	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1164	RPL24A	584.554909284962	64	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1165	RPL28	3093.8869280425	112	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1166	RPL2A	3356.48558311116	107	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1167	RPL2B	1539.25798969593	95	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1168	RPL3	2504.42379034234	108	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1169	RPL30	2218.89264167863	103	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1170	RPL31A	2039.08330581822	93	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1171	RPL33A	783.905525033752	87	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1172	RPL35A	2085.75387893469	98	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1173	RPL35B	3132.0863485098	107	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1174	RPL37B	2018.34882635818	100	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1175	RPL39	743.426954074182	75	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1176	RPL40B	39847.2909563979	234	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1177	RPL4A	1557.78210710917	86	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1178	RPL4B	1886.59264100971	75	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1179	RPL5	1977.12396001641	105	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1180	RPL8A	1374.79992111521	90	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1181	RPL8B	1705.1394450812	80	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1182	RPM2	111.755806719194	8	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1183	RPN10	4986.41010787613	72	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1184	RPN11	3069.36719329315	64	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1185	RPN12	2070.73181535258	58	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1186	RPN2	748.357920993264	54	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1187	RPN4	1551.7233892497	29	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1188	RPN5	1676.98724756624	60	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1189	RPN6	2016.31486760524	60	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1190	RPN8	1836.61854154003	69	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1191	RPN9	764.24044182638	54	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1192	RPO21	22065.1904112438	130	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1193	RPO26	2798.93178368163	79	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1194	RPO31	829.65592545974	31	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1195	RPO41	240.92414731728	6	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1196	RPP0	6468.34500650819	105	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1197	RPP1A	351.266616725142	37	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1198	RPS11B	3012.30964468748	118	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1199	RPS12	1572.54149049494	95	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1200	RPS14B	2343.05435122051	111	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1201	RPS16A	3245.99909429382	107	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1202	RPS20	3253.42585269145	112	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1203	RPS25A	1741.01577656821	92	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1204	RPS3	10157.8377161482	152	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1205	RPS31	38577.8017222046	232	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1206	RPS6B	3995.73548015172	120	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1207	RPT1	1276.53686796356	61	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1208	RPT2	2430.56929691445	54	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1209	RRF1	1394.46716007571	47	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1210	RRI1	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1211	RRP1	548.896085298204	42	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1212	RRP4	735.04497303016	23	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1213	RRP46	472.744867536973	22	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1214	RRP5	978.961896659143	74	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1215	RRP6	4340.82849365262	63	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1216	RRP8	1747.3663060187	65	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1217	RSA3	410.117787394217	35	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1218	RSC30	178.554626308535	9	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1219	RSE1	5011.89125066276	81	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
1220	RSM18	725.109322396416	54	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1221	RSM23	739.233420599765	40	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1222	RSM24	383.46364957771	39	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1223	RSM26	660.538438092515	39	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1224	RSM7	2982.62817000243	108	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1225	RSP5	11312.9430168602	70	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1226	RSR1	2485.55704419999	53	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1227	RTG1	512.077017548416	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1228	RTG2	1232.74867055407	20	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1229	RTG3	93.5991184087789	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1230	RTN1	992.258986098885	10	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
1231	RTS1	2780.25993838619	33	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1232	RTT106	555.257015534414	25	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1233	RTT109	580.849853639201	22	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1234	RUB1	8740.12461748976	112	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1235	RUD3	791.041698765625	12	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
1236	RVB2	1676.799232443	36	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1237	RVS161	1319.79366748078	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1238	RVS167	2831.58121715318	28	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1239	RXT2	122.236885318469	11	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1240	SAC1	1577.68330488861	26	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1241	SAC3	2210.80673636408	30	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1242	SAC6	1315.60747388402	20	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1243	SAD1	271.420798300072	16	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1244	SAH1	412.851228005256	13	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
1245	SAM1	2223.32730012023	16	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
1246	SAM2	250.547184055769	7	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
1247	SAM4	161.627015203373	13	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
1248	SAP155	210.837889103356	6	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1249	SAR1	2431.34015608725	29	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1250	SAS2	369.611677539517	21	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1251	SAT4	59.9566683720233	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1252	SAY1	141.836860312034	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1253	SBA1	1466.67565072626	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1254	SBH1	3093.84244876533	62	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1255	SBP1	247.302673368492	11	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1256	SCC2	587.40285587981	6	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
1257	SCC4	14.3036984725419	3	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
1258	SCD6	1169.54268800333	9	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1259	SCH9	15198.6438154835	75	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1260	SCJ1	1185.19795225291	15	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
1261	SCL1	1308.83993265063	57	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1262	SCO1	54.0962461741981	5	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
1263	SCS2	5784.13149524057	44	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1264	SCS3	75.9145216336856	5	Non-Hub-Non-Bottleneck	NHNB	10	Cluster 10	#D9A007
1265	SCT1	786.677913139774	19	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
1266	SDH1	2481.72719816067	31	Hub-Bottleneck	HB	23	Cluster 23	#B9459A
1267	SDH2	1498.47526541407	31	Hub-Non-Bottleneck	HNB	23	Cluster 23	#B9459A
1268	SDH3	451.861443406338	26	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
1269	SDH4	273.402193422506	22	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
1270	SDH7	143.577790578545	5	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
1271	SDH8	25.1173694060798	2	Non-Hub-Non-Bottleneck	NHNB	23	Cluster 23	#B9459A
1272	SDO1	387.260152121979	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1273	SDS22	665.294945064747	25	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1274	SEC1	958.517448658909	16	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
1275	SEC13	3340.03351657974	36	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1276	SEC17	644.634025268943	22	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
1277	SEC18	4947.36948970926	33	Hub-Bottleneck	HB	5	Cluster 5	#99732C
1278	SEC2	461.366519062154	11	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
1279	SEC20	322.863726025472	19	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
1280	SEC22	8166.75431446026	62	Hub-Bottleneck	HB	5	Cluster 5	#99732C
1281	SEC23	2429.4944504646	32	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1282	SEC24	1716.28952817322	29	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1283	SEC26	3969.70222967339	51	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1284	SEC27	7012.78533313392	49	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1285	SEC4	7396.02347304343	62	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1286	SEC59	141.467011331607	4	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
1287	SEC61	5825.62287955688	79	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
1288	SEC62	363.289018686529	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1289	SEC63	343.120257508117	16	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1290	SEC65	499.623326645304	52	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
1291	SEC66	192.169141489607	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1292	SEC7	3094.29054312146	30	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
1293	SEC72	70.8066343631365	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1294	SEC9	458.403602281737	23	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
1295	SED5	1934.60578821493	38	Hub-Bottleneck	HB	5	Cluster 5	#99732C
1296	SEI1	217.002939521027	3	Non-Hub-Non-Bottleneck	NHNB	10	Cluster 10	#D9A007
1297	SEM1	2030.51521315139	41	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1298	SER1	46.616780334927	4	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1299	SET1	2413.18110704352	39	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1300	SET3	199.008578306247	17	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1301	SET6	4989.79303258838	35	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1302	SEY1	517.507749852731	10	Non-Hub-Non-Bottleneck	NHNB	10	Cluster 10	#D9A007
1303	SGF29	474.985706948848	17	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1304	SGS1	864.164376284014	40	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1305	SGT2	1675.48698625244	36	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1306	SHE1	607.894366408075	20	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1307	SHE2	8003.62092255898	34	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1308	SHE3	176.649561431241	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1309	SHM1	1573.32284678995	22	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1310	SHO1	794.18323854161	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1311	SHP1	366.484540445487	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1312	SHQ1	185.728256470315	8	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1313	SHR3	279.564673411651	10	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
1314	SHR5	233.481923950365	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1315	SHS1	198.020104006029	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1316	SIC1	901.416343157382	36	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
1317	SIL1	371.199195097253	18	Non-Hub-Non-Bottleneck	NHNB	11	Cluster 11	#E6AB02
1318	SIR1	205.748317430122	17	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1319	SIR2	13366.2091766488	73	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1320	SIR3	946.30079200589	32	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
1321	SIR4	520.885543911698	26	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
1322	SIS1	4533.09471252174	53	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1323	SIT4	9348.35578355447	60	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1324	SIW14	253.869608939215	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1325	SKN7	977.80106623696	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1326	SKO1	416.460137563992	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1327	SKP1	6200.44872556002	78	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1328	SKT5	158.504599353469	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1329	SLA1	1350.96966628363	22	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1330	SLC1	5068.30765076894	43	Hub-Bottleneck	HB	1	Cluster 1	#666666
1331	SLG1	1266.55150064884	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1332	SLK19	1114.85667132963	35	Hub-Non-Bottleneck	HNB	7	Cluster 7	#B38118
1333	SLM1	344.351121107225	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1334	SLM2	164.542290820571	6	Non-Hub-Non-Bottleneck	NHNB	13	Cluster 13	#B3A90D
1335	SLM3	89.366033877291	3	Non-Hub-Non-Bottleneck	NHNB	33	Cluster 33	#8D7831
1336	SLN1	889.771920461996	15	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1337	SLS1	209.269646328095	5	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
1338	SLT2	11140.2662492684	73	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1339	SLY1	1471.82936894397	22	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
1340	SLY41	252.496225675499	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1341	SMC3	679.777496734295	17	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1342	SMC4	515.307151137694	15	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1343	SMF1	981.145740940698	20	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
1344	SMK1	369.6129341259	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1345	SML1	2161.58978591327	28	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1346	SMM1	472.484777925274	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1347	SMT3	1743.30523371633	41	Hub-Bottleneck	HB	14	Cluster 14	#99A813
1348	SMX2	1051.53874026207	52	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
1349	SMY1	683.344095294541	25	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
1350	SNC1	6702.61452991855	67	Hub-Bottleneck	HB	5	Cluster 5	#99732C
1351	SNC2	4660.91406493317	64	Hub-Bottleneck	HB	5	Cluster 5	#99732C
1352	SND1	106.216408319086	5	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1353	SND3	173.807580566251	9	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
1354	SNF1	13867.4527874734	69	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1355	SNF7	978.210284603749	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1356	SNO4	114.937912489279	10	Non-Hub-Non-Bottleneck	NHNB	20	Cluster 20	#CD4274
1357	SNP1	564.849425196021	33	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
1358	SNQ2	71.9060874660027	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1359	SNU13	2341.89957791709	76	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
1360	SNX4	787.931526053462	15	Non-Hub-Non-Bottleneck	NHNB	12	Cluster 12	#CCAA08
1361	SOD1	8885.72821953678	38	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1362	SOD2	4702.82860975155	27	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
1363	SOK2	171.297146598546	7	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
1364	SOR2	113.748042399786	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
1365	SPA2	1130.32468837061	22	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
